flow_key,total_bytes,incoming_bytes,outgoing_bytes,max_packet_length_bytes,min_packet_length_bytes,total_packets,incoming_packets,current_pkt_len,iat_sum,iat_max,ttl,label
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50374,32659,17715,1212,119,50,30,135,128.3559799194336,51.37777328491211,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49298,23392,25906,1181,119,50,22,1078,69.33331489562988,35.94636917114258,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53097,30300,22797,1234,119,50,27,1047,71.21086120605469,31.861543655395508,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",7908,564,7344,209,90,50,6,202,1485.4111671447754,206.068754196167,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50002,44240,5762,1220,119,50,43,174,122.36595153808594,30.94005584716797,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",45032,24411,20621,1231,119,50,24,1229,128.10373306274414,40.94672203063965,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51050,44327,6723,1220,119,50,42,1036,127.71201133728027,31.06069564819336,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48730,43105,5625,1176,119,50,43,127,143.7056064605713,38.524627685546875,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",50832,32990,17842,1232,114,50,32,1162,138.1237506866455,38.01608085632324,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53337,46477,6860,1209,119,50,43,1209,80.54637908935547,35.005807876586914,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54141,35984,18157,1230,119,50,33,1134,123.65078926086426,36.11469268798828,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",13374,114,13260,1274,98,50,1,172,846.4524745941162,26.241302490234375,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52477,33562,18915,1224,119,50,32,1224,118.94488334655762,53.30014228820801,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55099,35439,19660,1224,119,50,33,1144,66.3912296295166,32.70077705383301,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52195,43143,9052,1213,119,50,41,1152,124.24302101135254,36.01408004760742,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53402,27002,26400,1228,119,50,26,1188,96.15802764892578,39.66808319091797,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55020,32327,22693,1195,119,50,29,1151,111.14907264709473,44.582366943359375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54569,44932,9637,1210,119,50,41,119,97.41020202636719,34.02352333068848,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54776,32737,22039,1229,119,50,30,1140,106.12225532531738,31.84056282043457,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51367,35344,16023,1201,114,50,34,127,142.71140098571777,32.093048095703125,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54829,25556,29273,1186,119,50,24,1123,54.42214012145996,26.852846145629883,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51056,36675,14381,1229,119,50,35,1106,132.73930549621582,29.60681915283203,128,video
"('172.16.48.81', '52.114.112.71', 50052, 3481, 17)",7456,3080,4376,210,114,50,24,158,20248.11053276062,1107.905387878418,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51464,31979,19485,1227,119,50,32,1179,128.19385528564453,37.156105041503906,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53019,32446,20573,1213,119,50,32,1117,110.72206497192383,30.095815658569336,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54023,25282,28741,1210,119,50,24,1151,90.77072143554688,29.854774475097656,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",48716,33749,14967,1136,119,50,35,1082,130.81979751586914,32.88006782531738,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9271,2592,6679,262,91,50,14,185,1436.0253810882568,774.3945121765137,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53953,34635,19318,1219,119,50,32,1163,119.67873573303223,34.16872024536133,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55366,31386,23980,1220,119,50,29,1124,90.76428413391113,33.59580039978027,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51565,35396,16169,1217,119,50,34,1217,132.85350799560547,31.108379364013672,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51137,39311,11826,1217,114,50,37,135,114.43662643432617,41.152238845825195,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55919,30421,25498,1222,119,50,28,1112,87.3572826385498,26.15809440612793,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",7949,4503,3446,190,91,50,28,143,557.9464435577393,21.42953872680664,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52756,37373,15383,1224,119,50,35,135,116.9118881225586,33.785343170166016,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54284,30390,23894,1194,119,50,29,1184,76.88260078430176,32.38677978515625,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53420,31931,21489,1192,119,50,30,1154,140.63358306884766,50.084590911865234,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56353,40884,15469,1232,119,50,36,1172,59.94915962219238,23.890256881713867,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51375,27614,23761,1180,119,50,28,1166,121.39344215393066,31.66985511779785,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51857,35591,16266,1171,119,50,35,1145,119.72332000732422,44.731855392456055,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52831,33615,19216,1203,119,50,32,1166,100.02756118774414,25.95043182373047,116,video
"('172.16.48.81', '52.114.112.71', 50044, 3481, 17)",7092,2864,4228,182,114,50,24,158,22248.10528755188,1098.7741947174072,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53521,36465,17056,1214,119,50,34,1167,122.39909172058105,38.118839263916016,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53661,27761,25900,1227,119,50,27,1158,102.20980644226074,39.58559036254883,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52024,30411,21613,1179,114,50,29,1177,86.09700202941895,33.71763229370117,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52372,33327,19045,1205,119,50,32,1141,129.26840782165527,35.4313850402832,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52667,34528,18139,1242,119,50,34,1232,115.8134937286377,27.35447883605957,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9177,1590,7587,215,79,50,11,114,1231.8964004516602,359.15565490722656,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54001,28790,25211,1232,119,50,27,119,120.57018280029297,31.80694580078125,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52645,41969,10676,1196,119,50,39,127,98.9987850189209,26.23271942138672,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54950,32307,22643,1233,119,50,30,1231,113.91043663024902,34.68728065490723,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56327,27188,29139,1231,119,50,24,1185,89.98942375183105,31.922101974487305,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54829,38311,16518,1234,119,50,35,1234,74.61380958557129,40.76981544494629,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53439,31004,22435,1225,119,50,29,1181,100.6929874420166,25.17843246459961,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52419,39359,13060,1228,119,50,37,1228,100.95953941345215,28.95069122314453,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52386,30304,22082,1228,114,50,30,1216,107.9246997833252,35.521745681762695,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52821,32647,20174,1216,119,50,31,1179,102.34308242797852,26.96967124938965,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9729,0,9729,262,171,50,0,176,958.7748050689697,26.133060455322266,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53026,36979,16047,1240,119,50,35,1240,126.1296272277832,25.940418243408203,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52316,32029,20287,1240,119,50,32,119,135.62774658203125,46.00238800048828,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55145,33948,21197,1236,119,50,31,1225,69.66948509216309,32.63235092163086,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53520,37455,16065,1227,119,50,36,1160,120.90754508972168,29.857873916625977,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53443,29398,24045,1231,119,50,28,1186,98.25730323791504,36.49187088012695,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54871,44881,9990,1233,119,50,41,1201,97.58353233337402,30.323505401611328,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53801,22754,31047,1203,119,50,22,1145,105.34214973449707,44.28362846374512,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53482,35542,17940,1226,119,50,33,1132,100.85916519165039,27.849435806274414,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51534,29247,22287,1215,119,50,28,1199,124.39203262329102,40.67420959472656,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51620,33064,18556,1224,114,50,33,1224,83.56189727783203,20.290374755859375,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53075,32095,20980,1228,119,50,32,1102,116.0273551940918,30.250072479248047,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53774,25628,28146,1218,119,50,25,1170,100.28839111328125,32.49049186706543,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56468,45169,11299,1242,119,50,40,1125,99.94101524353027,38.974761962890625,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8308,228,8080,211,91,50,2,197,1360.3017330169678,480.1747798919678,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54605,32293,22312,1240,119,50,30,1209,105.11422157287598,41.89348220825195,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54043,27865,26178,1209,119,50,26,1176,105.11231422424316,29.77728843688965,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54326,41421,12905,1228,119,50,38,1159,99.61891174316406,48.71225357055664,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53335,27343,25992,1219,119,50,26,1219,94.06423568725586,39.6420955657959,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54765,32072,22693,1233,119,50,29,1186,106.1859130859375,34.82937812805176,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53775,37730,16045,1236,119,50,36,1205,124.359130859375,36.09633445739746,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52612,28960,23652,1205,119,50,27,1145,70.09053230285645,24.0781307220459,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52263,33131,19132,1194,114,50,32,1173,126.0077953338623,34.88779067993164,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9399,2217,7182,234,99,50,12,176,903.620719909668,25.86054801940918,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53866,37489,16377,1216,119,50,35,1216,103.86276245117188,58.61830711364746,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54495,29371,25124,1233,119,50,27,1233,110.17537117004395,50.502777099609375,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55725,40664,15061,1238,119,50,36,1212,118.1802749633789,39.87550735473633,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54269,31491,22778,1212,119,50,30,1194,111.85765266418457,34.476518630981445,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55095,42298,12797,1216,119,50,38,1176,99.67875480651855,50.43911933898926,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53827,26294,27533,1225,119,50,25,119,104.59685325622559,36.90218925476074,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52311,32699,19612,1219,119,50,32,1195,90.26360511779785,35.48097610473633,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9291,7337,1954,214,114,50,40,204,744.1484928131104,24.28436279296875,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54789,29014,25775,1230,119,50,27,1230,142.8215503692627,43.58863830566406,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56113,37845,18268,1230,119,50,34,1212,67.4734115600586,35.07041931152344,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52047,31516,20531,1232,114,50,30,1170,121.75226211547852,33.416032791137695,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53954,34804,19150,1233,119,50,33,1153,102.2953987121582,39.1693115234375,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54531,28970,25561,1234,119,50,27,1234,93.19138526916504,59.43489074707031,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9309,4775,4534,214,114,50,26,183,463.01794052124023,23.27442169189453,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54490,37283,17207,1229,119,50,35,119,116.57595634460449,41.44477844238281,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55197,28750,26447,1209,119,50,26,1176,90.45577049255371,61.38110160827637,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54140,40757,13383,1203,119,50,37,127,60.059547424316406,25.27022361755371,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56003,28838,27165,1209,119,50,26,1190,64.74900245666504,42.014122009277344,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52125,36813,15312,1180,119,50,36,1084,98.46782684326172,53.70354652404785,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8042,4300,3742,195,91,50,26,145,513.4668350219727,26.952266693115234,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52114,30469,21645,1223,119,50,30,1130,135.44607162475586,41.01896286010742,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53502,30777,22725,1220,119,50,29,1183,105.83782196044922,47.480106353759766,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52225,33040,19185,1233,119,50,31,1209,123.11935424804688,43.3812141418457,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51902,32951,18951,1221,114,50,33,1221,105.24368286132812,43.20788383483887,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54586,29615,24971,1231,119,50,27,1175,105.53216934204102,48.020362854003906,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53631,43340,10291,1186,119,50,40,1113,104.88009452819824,43.59245300292969,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51866,30396,21470,1197,119,50,30,1108,90.2714729309082,42.7556037902832,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51005,29037,21968,1210,119,50,29,1153,122.76482582092285,35.5379581451416,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53016,35994,17022,1238,119,50,35,1152,121.50406837463379,59.10491943359375,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52607,29757,22850,1242,119,50,29,1101,89.45703506469727,29.267072677612305,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52788,39380,13408,1224,119,50,38,1129,124.95756149291992,39.10565376281738,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53701,31091,22610,1229,119,50,29,1170,120.02873420715332,50.874948501586914,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53964,36453,17511,1220,119,50,33,1162,69.20862197875977,39.18647766113281,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49615,35796,13819,1207,114,50,36,1135,121.53053283691406,39.74628448486328,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8303,1342,6961,262,79,50,10,145,1497.6630210876465,217.26369857788086,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52130,30503,21627,1203,119,50,30,1183,61.81526184082031,40.16304016113281,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54749,33120,21629,1224,119,50,30,1210,144.70958709716797,66.1780834197998,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",55630,45646,9984,1233,119,50,41,1182,95.30186653137207,39.83569145202637,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51656,31737,19919,1211,119,50,31,119,139.23311233520508,43.97130012512207,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",56457,36546,19911,1236,119,50,32,1217,88.69051933288574,26.526212692260742,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54704,34289,20415,1224,119,50,32,1097,111.80448532104492,38.909912109375,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54144,29655,24489,1215,119,50,28,1185,96.1158275604248,44.939279556274414,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53171,34838,18333,1211,119,50,33,1211,127.38347053527832,54.42380905151367,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53462,28651,24811,1211,119,50,28,1116,85.91437339782715,38.327693939208984,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",49364,35171,14193,1151,114,50,35,1151,107.40900039672852,35.6600284576416,116,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",9029,8329,700,207,91,50,45,186,1139.6284103393555,150.74443817138672,128,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",51312,30489,20823,1151,119,50,31,1119,118.3168888092041,42.99354553222656,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53756,36004,17752,1238,119,50,33,1238,90.64340591430664,45.204877853393555,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54728,34837,19891,1238,119,50,33,1194,118.97754669189453,40.68946838378906,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53725,30145,23580,1204,119,50,28,1182,90.118408203125,55.70030212402344,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54646,32564,22082,1214,119,50,30,1214,111.39059066772461,48.66957664489746,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",53801,36000,17801,1229,119,50,34,1193,138.76986503601074,45.30453681945801,128,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54022,26738,27284,1208,119,50,25,1208,84.73610877990723,39.73674774169922,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54547,37911,16636,1231,119,50,34,1231,111.16456985473633,44.97981071472168,116,video
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",54783,30582,24201,1231,119,50,29,1181,94.11740303039551,32.84573554992676,128,video
"('172.16.48.81', '52.114.112.71', 50013, 3479, 17)",8820,8662,158,214,114,50,49,148,919.4614887237549,24.682283401489258,116,voice
"('172.16.48.81', '52.114.112.71', 50039, 3480, 17)",52101,32140,19961,1227,119,50,31,1120,110.59141159057617,39.42728042602539,116,video
